-DOCSTART-	O

Großer	O
Foto-Wettbeweb	O
"	O
Nordendler	I-MISC
"	O
laden	O
die	O
Nordendler	O
ein	O

NORDEND	O
.	O

Einen	I-ORG
Fotowettbewerb	O
mit	O
dem	O
Thema	O
"	O
Leben	O
und	O
feiern	O
im	O
Nordend	I-LOC
und	O
mit	O
den	O
Nordendlern	I-ORG
"	O
hat	O
der	O
Vorstand	O
des	O
Karneval-Clubs	O
ausgeschrieben	O
.	O

Teilnehmen	O
können	O
alle	O
Mitglieder	O
und	O
Freunde	O
der	O
"	O
Nordendler	I-ORG
"	O
sowie	O
alle	O
Bürger	O
des	O
Stadtteils	O
.	O

Für	O
die	O
schönsten	O
und	O
originellsten	O
Motive	O
jeder	O
Preisgruppe	O
gibt	O
es	O
einen	O
Gutschein	O
über	O
jeweils	O
100	O
Mark	O
zu	O
gewinnen	O
.	O

Ausgeschrieben	O
ist	O
der	O
Wettbewerb	O
in	O
drei	O
Preisgruppen	O
:	O

Kinder	O
bis	O
12	O
Jahre	O
,	O
Jugendliche	O
und	O
Erwachsene	O
bis	O
21	O
Jahre	O
sowie	O
Erwachsene	O
über	O
21	O
Jahre	O
.	O

Die	O
Gewinner	O
werden	O
beim	O
Saisonauftakt	O
am	O
11.	O
November	O
(	O
20	O
bis	O
22	O
Uhr	O
)	O
,	O
im	O
Saal	O
des	O
Gehörlosenzentrums	I-LOC
(	O
Rothschildallee	I-LOC
16	O
a	O
)	O
bekanntgegeben	O
.	O

Einsendeschluß	O
der	O
Fotos	O
mit	O
Altersangabe	O
,	O
Name	O
und	O
Anschrift	O
ist	O
am	O
Samstag	O
,	O
31.	O
Oktober	O
.	

Aufnahmen	O
(	O
bunt	O
oder	O
schwarz-weiß	O
)	O
können	O
an	O
die	O
Geschäftsstelle	O
der	O
"	O
Nordendler	O
"	O
,	O
Lenaustraße	I-LOC
70	O
(	O
Glauburgbunker	O
)	O
,	O
geschickt	O
werden	O
.	O

Am	O
Samstag	O
,	O
5.	O
September	O
(	O
10	O
bis	O
22	O
Uhr	O
)	O
,	O
beteiligen	O
sich	O
die	O
"	O
Nordendler	I-ORG
"	O
am	O
Oeder-Weg-Straßenfest	I-LOC
mit	O
einem	O
Stand	O
(	O
Frühschoppen	O
von	O
11	O
bis	O
13	O
Uhr	O
)	O
.	O

Es	O
gibt	O
unter	O
anderem	O
Wurst	O
,	O
Steaks	O
,	O
Kaffee	O
und	O
Kuchen	O
.	O

Der	O
Musikzug	O
bestreitet	O
ein	O
Platzkonzert	O
,	O
die	O
Garden	O
bieten	O
Tanz	O
und	O
Show	O
zu	O
verschiedenen	O
Tageszeiten	O
.	O

-DOCSTART-	O

Stöffche	O
kommt	O
aus	O
Hochstadt	I-LOC
Bundesäppelwoifest	O
muß	O
auf	O
Sauren	O
aus	O
Steinheim	I-LOC
verzichten	O

HANAU	I-ORG
.	O

Seit	O
1740	O
wurde	O
im	O
Steinheimer	I-LOC
Stadtwirtshaus	O
Apfelwein	O
ausgeschenkt	O
.	O

Aus	O
dieser	O
Tradition	O
erwuchs	O
1952	O
das	O
Bundesäppelwoifest	I-MISC
.	O

Ein	O
Traditionsbruch	O
tritt	O
in	O
diesem	O
Jahr	O
ausgerechnet	O
zum	O
40.	O
Geburtstag	O
ein	O
:	O

Die	O
einzige	O
in	O
Steinheim	I-LOC
verbliebene	O
Kelterei	O
Jung	I-LOC
ist	O
auch	O
nicht	O
mehr	O
.	O

1991	O
lieferte	O
sie	O
noch	O
das	O
Stöffche	O
.	

In	O
diesem	O
Jahr	O
aber	O
muß	O
die	O
Steinheimer	I-LOC
Karnevalsgesellschaft	I-ORG
(	O
SKG	I-ORG
)	O
als	O
Veranstalterin	O
auf	O
die	O
Kelterei	I-LOC
Höhl	I-LOC
aus	O
Hochstadt	I-LOC
zurückgreifen	O
,	O
wenn	O
vom	O
28.	O
bis	O
31.	O
August	O
wieder	O
einige	O
tausend	O
Besucher	O
/	O
innen	O
im	O
Schloßhof	I-LOC
erwartet	O
werden	O
.	O

Rund	O
15	O
000	O
Menschen	O
strömten	O
im	O
vergangenen	O
Jahr	O
in	O
die	O
Zelte	O
.	

Von	O
solchen	O
Massen	O
fühlen	O
sich	O
vor	O
allem	O
ältere	O
Steinheimer	I-MISC
eher	O
abgestoßen	O
und	O
meiden	O
das	O
Fest	O
.	O

Der	O
Andrang	O
von	O
außerhalb	O
habe	O
den	O
ursprünglichen	O
Charakter	O
des	O
Festes	O
immer	O
mehr	O
verfälscht	O
,	O
die	O
Steinheimer	I-MISC
zusammenkommen	O
zu	O
lassen	O
,	O
ist	O
in	O
den	O
Gassen	O
der	O
Altstadt	O
oft	O
zu	O
hören	O
.	O

Dem	O
wollen	O
die	O
Karnevalisten	O
diesmal	O
entgegenwirken	O
.	O

Sie	O
setzen	O
auf	O
mehr	O
Gemütlichkeit	O
.	

Volkstümliche	O
Musik	O
ist	O
daher	O
angesagt	O
,	O
stammt	O
sie	O
nun	O
von	O
den	O
"	O
Original	I-ORG
Oberburgern	I-ORG
"	O
am	O
Festsamstag	O
,	O
den	O
"	O
Kaiserlich	I-ORG
Böhmischen	I-ORG
"	O
am	O
Sonntag	O
oder	O
dem	O
"	O
Frankenland	I-ORG
Gaudi-Express	I-ORG
"	O
am	O
Montag	O
.	O

Den	O
auswärtigen	O
Kapellen	O
sind	O
die	O
Abende	O
vorbehalten	O
,	O
die	O
Einheimischen	O
spielen	O
zum	O
Frühschoppen	O
auf	O
:	O

der	O
Evangelische	I-ORG
Posaunenchor	I-ORG
am	O
Sonntag	O
und	O
der	O
Orchesterverein	I-ORG
Steinheim	I-ORG
am	O
Montag	O
.	O

Wie	O
in	O
jedem	O
der	O
vergangenen	O
Jahre	O
hat	O
es	O
die	O
SKG	I-ORG
auch	O
diesmal	O
schwer	O
,	O
genug	O
ehrenamtliche	O
Helfer	O
/	O
innen	O
für	O
Zeltaufbau	O
und	O
Bewirtung	O
zu	O
finden	O
.	O

Obschon	O
die	O
großen	O
Schulferien	O
längst	O
vorbei	O
sind	O
,	O
mußte	O
der	O
Verein	O
viele	O
Absagen	O
hinnehmen	O
.	O

200	O
Helfende	O
sind	O
während	O
des	O
gesamten	O
Festes	O
vonnöten	O
,	O
die	O
meisten	O
müssen	O
zwei	O
oder	O
drei	O
Dienste	O
versehen	O
.	O

Ein	O
Drittel	O
davon	O
stammt	O
nicht	O
von	O
der	O
SKG	I-ORG
,	O
sondern	O
kommt	O
von	O
befreundeten	O
Vereinen	O
.	O

Die	O
Höhepunkte	O
des	O
Festes	O
sind	O
wie	O
stets	O
das	O
Verleihen	O
des	O
Ehrenbembels	O
und	O
die	O
Kür	O
der	O
Bundesäppelwoikönigin	O
am	O
Samstag	O
und	O
des	O
-	O
königs	O
am	O
Montag	O
.	O

Im	O
Anfangsjahr	O
1952	O
gab	O
es	O
zunächst	O
nur	O
eine	O
Königin	O
,	O
drei	O
Jahre	O
später	O
gesellte	O
sich	O
das	O
männliche	O
Pendant	O
dazu	O
.	O

Mehr	O
als	O
40	O
ehemalige	O
Äppelwoi-Insignienträger	O
/	O
innen	O
haben	O
zugesagt	O
,	O
der	O
SKG-Einladung	O
zu	O
folgen	O
.	O

In	O
den	O
Anfangsjahren	O
ging	O
die	O
SKG-Spitze	O
kurz	O
durch	O
die	O
Reihen	O
und	O
fragte	O
,	O
wer	O
bereit	O
sei	O
,	O
die	O
Königin	O
zu	O
spielen	O
.	O

Das	O
ist	O
heute	O
nicht	O
mehr	O
denkbar	O
.	O

Wochen	O
zuvor	O
werden	O
die	O
Designierten	O
bereits	O
ausgewählt	O
.	O

-DOCSTART-	O

Drei	O
Nähkurse	O
beginnen	O
bei	O
der	O
Kirchengemeinde	I-ORG

BAD	I-ORG
VILBEL	I-LOC
.	

Die	O
Evangelische	O
Familien-Bildungsstätte	O
bietet	O
drei	O
Nähkurse	O
für	O
Anfänger	O
/	O
innen	O
an	O
.	O

In	O
einer	O
Nähberatung	O
sollen	O
den	O
Teilnehmern	O
und	O
Teilnehmerinnen	O
Grundkenntnisse	O
vermittelt	O
werden	O
oder	O
sie	O
können	O
sie	O
erweitern	O
.	O

Der	O
Kursus	O
beginnt	O
am	O
Montag	O
,	O
31.	O
August	O
,	O
um	O
19	O
Uhr	O
.	O

Spezielle	O
Nähberatung	O
für	O
Kinderbekleidung	O
wird	O
dienstags	O
von	O
9	O
bis	O
12	O
Uhr	O
angeboten	O
.	O

Der	O
Kursus	O
beginnt	O
am	O
8.	O
September	O
.	

Für	O
Teenager	O
und	O
junge	O
Leute	O
,	O
die	O
mit	O
Nadel	O
und	O
Faden	O
selten	O
oder	O
noch	O
nie	O
Kontakt	O
hatten	O
,	O
sich	O
aber	O
dennoch	O
einmal	O
damit	O
beschäftigen	O
wollen	O
,	O
ist	O
der	O
dritte	O
Kursus	O
angelegt	O
.	O

Ab	O
Freitag	O
,	O
11.	O
September	O
,	O
sollen	O
jeweils	O
ab	O
16.30	O
Uhr	O
die	O
ersten	O
eigenen	O
Werke	O
entstehen	O
.	O

Alle	O
Kurse	O
,	O
die	O
auf	O
10	O
Wochen	O
angelegt	O
sind	O
und	O
jeweils	O
drei	O
Stunden	O
dauern	O
,	O
werden	O
im	O
Grünen	I-LOC
Weg	O
4-6	O
abgehalten	O
.	O

Anmeldungen	O
werden	O
montags	O
,	O
dienstags	O
und	O
donnerstags	O
von	O
9	O
bis	O
12	O
Uhr	O
und	O
von	O
14	O
bis	O
17	O
Uhr	O
unter	O
der	O
Rufnummer	O
0	O
60	O
31	O
/	O
9	O
19	O
76	O
entgegengenommen	O
.	O

-DOCSTART-	O

Im	O
Supermarkt	O
soll	O
der	O
Konsument	O
Farbe	O
bekennen	O
Ein	O
"	O
grüner	O
Lebensstil	O
"	O
muß	O
sich	O
in	O
den	O
Industrieländern	O
durchsetzen	O
-	O
als	O
Mittel	O
gegen	O
die	O
globale	O
Öko-Krise	O
Von	O
Christa	I-PER
Wichterich	I-PER

Ein	O
Traum	O
steht	O
am	O
Pranger	O
:	O

der	O
"	O
American	I-ORG
Way	I-ORG
of	I-ORG
Life	I-ORG
"	O
.	O

Die	O
im	O
Juni	O
auf	O
dem	O
UN-Erdgipfel	O
verabschiedete	O
RioDeklaration	O
klagt	O
die	O
Ressourcenverschwendung	O
des	O
Nordens	O
als	O
Hauptursache	O
für	O
Umweltzerstörung	O
,	O
Über-Ausbeutung	O
von	O
Natur	O
sowie	O
Abfall-	O
und	O
Schadstoffproduktion	O
an	O
.	O

Es	O
ist	O
ein	O
Erfolg	O
der	O
UN-Konferenz	I-MISC
,	O
den	O
der	O
Süden	O
auf	O
sein	O
Konto	O
verbuchen	O
kann	O
,	O
daß	O
der	O
moralische	O
Druck	O
auf	O
den	O
Norden	O
gewachsen	O
ist	O
,	O
sein	O
Konsumniveau	O
zur	O
Disposition	O
zu	O
stellen	O
.	O

Da	O
spricht	O
nun	O
auch	O
der	O
Bonner	I-ORG
Umweltminister	O
Klaus	I-PER
Töpfer	I-PER
(	O
CDU	I-ORG
)	O
davon	O
,	O
daß	O
wir	O
"	O
über	O
unsere	O
ökologischen	O
Verhältnisse	O
leben	O
"	O
und	O
einer	O
"	O
Wohlstandslüge	O
"	O
aufsitzen	O
.	O

Zwar	O
befindet	O
sich	O
der	O
Traum	O
vom	O
westlichen	O
Lebensstil	O
als	O
Schlaraffenland	O
individuellen	O
Glücks	O
immer	O
noch	O
auf	O
einem	O
globalen	O
Siegeszug	O
.	O

Doch	O
gleichzeitig	O
wächst	O
die	O
Einsicht	O
,	O
daß	O
er	O
kein	O
ökologisch	O
praktikables	O
Modell	O
ist	O
.	O

Eine	O
weltweite	O
Verallgemeinerung	O
des	O
Pro-Kopf-Konsums	O
der	O
Industrienationen	O
würde	O
in	O
den	O
baldigen	O
Öko-Kollaps	O
führen	O
.	O

Ohne	O
den	O
Ressourcenverbrauch	O
im	O
Norden	O
zurückzuschrauben	O
,	O
ist	O
eine	O
größere	O
Verteilungsgerechtigkeit	O
zugunsten	O
des	O
Südens	O
ebensowenig	O
möglich	O
wie	O
eine	O
Existenzsicherung	O
zukünftiger	O
Generationen	O
.	O

1,1	O
Milliarden	O
Menschen	O
hat	O
das	O
Washingtoner	I-MISC
Worldwatch-Institut	O
kürzlich	O
als	O
umweltschädliche	O
"	O
Verbraucherklasse	O
"	O
bezeichnet	O
,	O
die	O
dringend	O
zu	O
einer	O
"	O
Ethik	O
der	O
Genügsamkeit	O
zurückfinden	O
müsse	O
.	O

Gefordert	O
ist	O
ein	O
"	O
dauerhafter	O
"	O
(	O
englisch	I-MISC
:	O

sustainable	O
)	O
Konsumstandard	O
.	O

Doch	O
wie	O
hoch	O
oder	O
wie	O
niedrig	O
liegt	O
der	O
?	O

Die	O
holländische	O
Organisation	O
Milieu	O
Defensie	I-ORG
unterstellt	O
für	O
jeden	O
Menschen	O
einen	O
gleichgroßen	O
"	O
Umwelt-Raum	O
"	O
,	O
der	O
genutzt	O
und	O
verschmutzt	O
werden	O
darf	O
.	O

Auf	O
Basis	O
dieses	O
globalen	O
Gleichheitsgrundsatzes	O
errechnet	O
sie	O
für	O
die	O
Bürger	O
der	O
Niederlande	I-ORG
,	O
daß	O
sie	O
ihr	O
Deputat	O
an	O
Wasser	O
um	O
32	O
Prozent	O
überstrapazieren	O
,	O
den	O
Energieverbrauch	O
,	O
die	O
KohlendioxidEmissionen	I-LOC
und	O
den	O
Holzkonsum	O
um	O
50	O
bis	O
60	O
Prozent	O
,	O
den	O
Fleisch-	O
und	O
Aluminiumverbrauch	O
um	O
60	O
bis	O
80	O
Prozent	O
.	O

Dennoch	O
hält	O
sie	O
es	O
in	O
vielen	O
Bereichen	O
des	O
Alltagskonsums	O
für	O
möglich	O
,	O
allein	O
schon	O
durch	O
Optimierung	O
des	O
Verbrauchs	O
von	O
Rohstoffen	O
und	O
Sparsamkeit	O
im	O
Produktionsprozeß	O
,	O
durch	O
bessere	O
Reparatur-	O
und	O
Recycling-Techniken	O
sowie	O
längere	O
Nutzungsdauer	O
von	O
Produkten	O
ein	O
"	O
dauerhaftes	O
"	O
Konsumniveau	O
zu	O
erreichen	O
.	O

Verzicht	O
und	O
Einbußen	O
an	O
Lebensqualität	O
wären	O
nicht	O
nötig	O
.	O

Anders	O
in	O
den	O
drei	O
Konsumbereichen	O
Autoverkehr	O
,	O
Lufttransport	O
und	O
Fleischverbrauch	O
:	O

Da	O
seien	O
die	O
Grenzen	O
der	O
Tragfähigkeit	O
der	O
Erde	O
so	O
weit	O
überschritten	O
,	O
daß	O
einschneidende	O
Abstriche	O
unvermeidbar	O
sind	O
.	O

Ohne	O
einen	O
Wertewandel	O
geht	O
es	O
nach	O
Einschätzung	O
des	O
Wuppertal-Instituts	O
für	O
Klima	O
,	O
Umwelt	O
,	I-ORG
Energie	O
nicht	O
:	O

Die	O
"	O
heilige	O
Kuh	O
